iata	icao	name	municipality	lat	lon
CII	LTBD	Aydın Çıldır Airport	Aydın	37.815389	27.887566
CIJ	SLCO	Capitán Aníbal Arab Airport	Cobija	-11.039109	-68.782774
CIK	PACI	Chalkyitsik Airport	Chalkyitsik	66.644997	-143.740005
CIL	K29	Council Airport	Council	64.897903	-163.703003
CIM	SKCM	Cimitarra Airport	Cimitarra	6.367484	-73.970658
CIN	KCIN	Arthur N Neu Airport	Carroll	42.046200	-94.789001
CIO	SGCO	Lieutenant Colonel Carmelo Peralta National Airport	Concepción	-23.441609	-57.427039
CIP	FLCP	Chipata Airport	Chipata	-13.558300	32.587200
CIQ	GT-0001	Chiquimula Airport	Chiquimula	14.830920	-89.520938
CIR	KCIR	Cairo Regional Airport	Cairo	37.064499	-89.219597
CIS	PCIS	Canton Island Airport	Abariringa	-2.768120	-171.710007
CIT	UAII	Shymkent International Airport	Shymkent	42.365021	69.475640
CIU	KCIU	Chippewa County International Airport	Kincheloe	46.242038	-84.462082
CIW	TVSC	Canouan Airport	Canouan	12.699000	-61.342400
CIX	SPHI	Capitán FAP José A. Quiñones González International Airport	Chiclayo	-6.789223	-79.828254
CIY	LICB	Comiso Airport	Comiso	36.995830	14.608890
CIZ	SWKO	Danilson Municipal Airport	Coari	-4.134060	-63.132599
CJA	SPJR	Mayor General FAP Armando Revoredo Iglesias Airport	Cajamarca	-7.139180	-78.489403
CJB	VOCB	Coimbatore International Airport	Coimbatore	11.030000	77.043404
CJC	SCCF	El Loa Airport	Calama	-22.498199	-68.903603
CJD	SK-275	Candilejas Airport	Candilejas	2.066667	-74.583333
CJF	YCWA	Coondewanna Airport	Coondewanna	-22.966667	118.813333
CJH	CAG3	Chilko Lake (Tsylos Park Lodge) Airport	Chilko Lake	51.625797	-124.144478
CJJ	RKTU	Cheongju International Airport/Cheongju Air Base (K-59/G-513)	Cheongju	36.715560	127.500289
CJL	OPCH	Chitral Airport	Chitral	35.886213	71.799922
CJM	VTSE	Chumphon Airport	Chumphon	10.711200	99.361702
CJN	WICN	Nusawiru Airport	Cijulang	-7.719895	108.488995
CJS	MMCS	Abraham González International Airport	Ciudad Juárez	31.636673	-106.428533
CJT	MMCO	San Antonio Copalar Airport	Comitán	16.176701	-92.050598
CJU	RKPC	Jeju International Airport	Jeju City	33.512058	126.492548
CJZ	SJZA	Pedro Vieira Moreira Airport	Cajazeiras	-6.882700	-38.615830
CKA	KCKA	Kegelman AF Aux Field	Cherokee	36.734348	-98.123531
CKB	KCKB	North Central West Virginia Airport	Bridgeport	39.296600	-80.228104
CKC	UKKE	Cherkasy International Airport	Cherkasy	49.415600	31.995300
CKD	PACJ	Crooked Creek Airport	Crooked Creek	61.870315	-158.137636
CKE	K1O2	Lampson Field	Lakeport	38.990601	-122.901001
CKG	ZUCK	Chongqing Jiangbei International Airport	Chongqing	29.712254	106.651895
CKH	UESO	Chokurdakh Airport	Chokurdah	70.623100	147.901993
CKI	YCKI	Croker Island Airport		-11.165000	132.483002
CKK	KCVK	Sharp County Regional Airport	Ash Flat	36.264900	-91.562599
CKL	UUMU	Chkalovskiy Air Base	Moscow	55.878300	38.061699
CKM	KCKM	Fletcher Field	Clarksdale	34.299702	-90.512299
CKN	KCKN	Crookston Municipal Kirkwood Field	Crookston	47.841702	-96.621597
CKO	SSCP	Cornélio Procópio Airport	Cornélio Procópio	-23.152711	-50.602868
CKR	CKR	Crane Island Airstrip	Crane Island	48.597800	-122.997900
CKS	SBCJ	Carajás Airport	Parauapebas	-6.117841	-50.003372
CKT	OIMC	Sarakhs Airport	Sarakhs	36.501202	61.064899
CKU	CKU	Cordova Municipal Airport	Cordova	60.543900	-145.727005
CKV	KCKV	Clarksville–Montgomery County Regional Airport	Clarksville	36.621899	-87.415001
CKW	YCHK	Christmas Creek Airport	Christmas Creek Mine	-22.354302	119.642603
CKX	CKX	Chicken Airport	Chicken	64.066495	-141.951342
CKY	GUCY	Ahmed Sékou Touré International Airport	Conakry	9.576890	-13.612000
CKZ	LTBH	Çanakkale Airport	Çanakkale	40.137699	26.426800
CLA	VGCM	Comilla Airport	Comilla	23.440133	91.188685
CLD	KCRQ	McClellan-Palomar Airport	Carlsbad	33.128300	-117.279999
CLE	KCLE	Cleveland Hopkins International Airport	Cleveland	41.411701	-81.849800
CLG	KC80	New Coalinga Municipal Airport	Coalinga	36.163101	-120.293999
CLH	YCAH	Coolah Airport		-31.773864	149.615322
CLI	KCLI	Clintonville Municipal Airport	Clintonville	44.613800	-88.731300
CLJ	LRCL	Avram Iancu Cluj International Airport	Cluj-Napoca	46.786042	23.685733
CLK	KCLK	Clinton Regional Airport	Clinton	35.538300	-98.932701
CLL	KCLL	Easterwood Field	College Station	30.588600	-96.363800
CLM	KCLM	William R Fairchild International Airport	Port Angeles	48.120201	-123.500000
CLN	SBCI	Brig. Lysias Augusto Rodrigues Airport	Carolina	-7.320440	-47.458698
CLO	SKCL	Alfonso Bonilla Aragon International Airport	Cali	3.542717	-76.381898
CLP	PFCL	Clarks Point Airport	Clarks Point	58.833698	-158.529007
CLQ	MMIA	Licenciado Miguel de la Madrid International Airport	Colima	19.277000	-103.577002
CLR	KCLR	Cliff Hatfield Memorial Airport	Calipatria	33.131500	-115.521004
CLS	KCLS	Chehalis Centralia Airport	Chehalis	46.676998	-122.983002
CLT	KCLT	Charlotte Douglas International Airport	Charlotte	35.214001	-80.943100
CLU	KBAK	Columbus Municipal Airport	Columbus	39.262386	-85.895576
CLV	SBCN	Nelson Ribeiro Guimarães Airport	Caldas Novas	-17.725096	-48.606324
CLW	KCLW	Clearwater Air Park	Clearwater	27.976700	-82.758698
CLX	SATC	Aeródromo de Clorinda	Clorinda	-25.303600	-57.734400
CLY	LFKC	Calvi Sainte Catherine Airport	Calvi	42.530422	8.792984
CLZ	SVCL	Calabozo Airport	Guarico	8.924656	-67.417091
CMA	YCMU	Cunnamulla Airport		-28.030001	145.621994
CMB	VCBI	Bandaranaike International Colombo Airport	Colombo	7.180760	79.884102
CMC	SNWC	Camocim - Pinto Martins Airport	Camocim	-2.895596	-40.859299
CMD	YCTM	Cootamundra Airport		-34.624283	148.036641
CME	MMCE	Ciudad del Carmen International Airport	Ciudad del Carmen	18.651516	-91.799355
CMF	LFLB	Chambéry Aix les Bains airport	Chambéry	45.638100	5.880230
CMG	SBCR	Corumbá International Airport	Corumbá	-19.011930	-57.672772
CMH	KCMH	John Glenn Columbus International Airport	Columbus	39.998001	-82.891899
CMI	KCMI	University of Illinois Willard Airport	Savoy	40.039819	-88.276249
CMJ	RCCM	Qimei Airport	Qimei	23.213127	119.417539
CMK	FWCM	Club Makokola Airport	Club Makokola	-14.306483	35.131477
CML	YCMW	Camooweal Airport		-19.911699	138.125000
CMM	MGCR	Carmelita Airport	Carmelita	17.461201	-90.053703
CMN	GMMN	Mohammed V International Airport	Casablanca	33.367500	-7.589970
CMO	HCMO	Hobyo Airport	Hobyo	5.358003	48.515281
CMP	BR-1948	Santana do Araguaia Airport	Santana do Araguaia	-9.319906	-50.328536
CMQ	YCMT	Clermont Airport		-22.773100	147.621002
CMR	LFGA	Colmar Houssen airport	Colmar	48.109901	7.359010
CMS	HCMS	Iskushuban Airport	Iskushuban	10.313889	50.205556
CMT	CMT	New Cametá Airport	Cametá	-2.246800	-49.560000
CMU	AYCH	Chimbu Airport	Kundiawa	-6.024290	144.970993
CMV	NZCX	Coromandel Airport	Coromandel	-36.791698	175.509003
CMW	MUCM	Ignacio Agramonte International Airport	Camaguey	21.419909	-77.848039
CMX	KCMX	Houghton County Memorial Airport	Hancock	47.168400	-88.489098
CMY	KCMY	Sparta Fort McCoy Airport	Sparta	43.958009	-90.737886
CMZ	CMZ	Caia Airport	Caia	-17.833100	35.334100
CNA	MMCA	Cananea National Airport	Cananea	31.066150	-110.097878
CNB	YCNM	Coonamble Airport		-30.980946	148.377833
CNC	YCCT	Coconut Island Airport		-10.050139	143.070007
CND	LRCK	Mihail Kogălniceanu International Airport	Constanța	44.362202	28.488300
CNE	K1V6	Fremont County Airport	Penrose	38.429739	-105.108562
CNF	SBCF	Tancredo Neves International Airport	Belo Horizonte	-19.635710	-43.966928
CNG	LFBG	Cognac-Châteaubernard (BA 709) Air Base	Cognac/Châteaubernard	45.658298	-0.317500
CNH	KCNH	Claremont Municipal Airport	Claremont	43.370399	-72.368698
CNI	ZYCH	Changhai Dachangshandao Airport	Dalian (Changhai)	39.266441	122.666960
CNJ	YCCY	Cloncurry Airport	Cloncurry	-20.668600	140.503998
CNK	KCNK	Blosser Municipal Airport	Concordia	39.549301	-97.652298
CNL	EKSN	Sindal Airport	Sindal	57.503502	10.229400
CNM	KCNM	Cavern City Air Terminal	Carlsbad	32.337502	-104.263000
CNN	VOKN	Kannur International Airport	Kannur	11.916343	75.544979
CNO	KCNO	Chino Airport	Chino	33.974701	-117.637001
CNP	BGCO	Neerlerit Inaat Airport	Neerlerit Inaat	70.743103	-22.650499
CNQ	SARC	Corrientes Airport	Corrientes	-27.445500	-58.761900
CNR	SCRA	Chañaral Airport	Chañaral	-26.332500	-70.607300
CNS	YBCS	Cairns International Airport	Cairns	-16.878921	145.749480
CNT	AR-0009	Charata Airport	Charata	-27.216400	-61.210300
CNU	KCNU	Chanute Martin Johnson Airport	Chanute	37.668173	-95.486727
CNV	SNED	Sócrates Rezende Airport	Canavieiras	-15.667000	-38.954700
CNW	KCNW	TSTC Waco Airport	Waco	31.641129	-97.073335
CNX	VTCC	Chiang Mai International Airport	Chiang Mai	18.766800	98.962601
CNY	KCNY	Canyonlands Regional Airport	Moab	38.755001	-109.754997
CNZ	AO-CNZ	Cangamba Airport	Cangamba	-13.710600	19.861099
COA	KO22	Columbia Airport	Columbia	38.030399	-120.415001
COB	AU-COB	Coolibah Airport	Coolibah	-15.548300	130.962006
COC	SAAC	Comodoro Pierrestegui Airport	Concordia	-31.296900	-57.996600
COD	KCOD	Yellowstone Regional Airport	Cody	44.520199	-109.024002
COE	KCOE	Coeur D'Alene Airport - Pappy Boyington Field	Coeur d'Alene	47.774300	-116.820000
COF	KCOF	Patrick Space Force Base	Cocoa Beach	28.234900	-80.610100
COG	SKCD	Mandinga Airport	Condoto	5.072007	-76.676373
COH	VECO	Cooch Behar Airport	Cooch Behar	26.330500	89.467201
COI	KCOI	Merritt Island Airport	Merritt Island	28.341600	-80.685501
COJ	YCBB	Coonabarabran Airport		-31.332500	149.266998
COK	VOCI	Cochin International Airport	Kochi	10.151047	76.400838
COL	EGEL	Coll Airport	Coll Island	56.601898	-6.617780
COM	KCOM	Coleman Municipal Airport	Coleman	31.841101	-99.403603
CON	KCON	Concord Municipal Airport	Concord	43.202702	-71.502296
COO	DBBB	Cotonou Cadjehoun International Airport	Cotonou	6.357230	2.384350
COP	K23	Cooperstown-Westville Airport	Cooperstown	42.629552	-74.890445
COQ	ZMCD	Choibalsan Airport		48.135381	114.647231
COR	SACO	Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport	Cordoba	-31.312346	-64.208329
COS	KCOS	City of Colorado Springs Municipal Airport	Colorado Springs	38.805801	-104.700996
COT	KCOT	Cotulla-La Salle County Airport	Cotulla	28.456699	-99.220299
COU	KCOU	Columbia Regional Airport	Columbia	38.818100	-92.219597
COV	LTDB	Çukurova International Airport	Tarsus	36.891478	35.071235
COW	SCCQ	Tambillos Airport	Coquimbo	-30.198889	-71.246944
COY	YCWY	Coolawanyah Airport	Coolawanyah Station	-21.794600	117.755000
COZ	MDCZ	Constanza - Expedición 14 de Junio National Airport	Costanza	18.907499	-70.721901
CPA	GLCP	Cape Palmas Airport	Harper	4.378805	-7.696647
CPB	SKCA	Capurganá Airport	Acandí	8.632169	-77.350262
CPC	SAZY	Aviador C. Campos Airport	Chapelco/San Martin de los Andes	-40.075401	-71.137299
CPD	YCBP	Coober Pedy Airport	Coober Pedy	-29.038312	134.722166
CPE	MMCP	Ingeniero Alberto Acuña Ongay International Airport	Campeche	19.815969	-90.500125
CPF	WARC	Ngloram Airport	Blora	-7.195522	111.545287
CPG	AR-0390	Carmen de Patagones Airport	Carmen de Patagones	-40.778100	-62.980300
CPH	EKCH	Copenhagen Kastrup Airport	Copenhagen	55.617901	12.656000
CPI	CPI	Cape Orford Airport		-5.448333	152.081944
CPL	SKHA	General Navas Pardo Airport	Chaparral	3.724293	-75.465785
CPM	KCPM	Compton Woodley Airport	Compton	33.889999	-118.244003
CPN	PG-0005	Cape Rodney Airport	Cape Rodney	-10.179823	148.379030
CPO	SCAT	Desierto de Atacama Airport	Copiapo	-27.261200	-70.779198
CPP	SCKP	Coposa Airport	Pica	-20.750500	-68.683502
CPR	KCPR	Casper-Natrona County International Airport	Casper	42.907381	-106.461609
CPS	KCPS	St Louis Downtown Airport	Cahokia/St Louis	38.570702	-90.156197
CPT	FACT	Cape Town International Airport	Cape Town	-33.974030	18.604333
CPU	BR-2235	Cururupu Airport	Cururupu	-1.820006	-44.864065
CPV	SBKG	Presidente João Suassuna Airport	Campina Grande	-7.269662	-35.896057
CPX	TJCP	Benjamin Rivera Noriega Airport	Culebra	18.312954	-65.303893
CQA	SWEK	Canarana Airport	Canarana	-13.576545	-52.268296
CQD	OIFS	Shahrekord Airport	Shahrekord	32.297199	50.842201
CQF	LFAC	Calais Marck Airport	Calais	50.962101	1.954760
CQM	LERL	Ciudad Real International Airport	Ciudad Real	38.856479	-3.969944
CQP	YCFL	Cape Flattery Airport		-14.970832	145.311667
CQS	SWCQ	Costa Marques Airport	Costa Marques	-12.421100	-64.251602
CQT	SK-277	Caquetania Airport	Caquetania	2.033333	-74.216667
CQW	ZUWL	Chongqing Xiannüshan Airport	Wulong	29.465658	107.693664
CRA	LRCV	Craiova International Airport	Craiova	44.318100	23.888599
CRB	YCBR	Collarenebri Airport		-29.523239	148.578243
CRC	SKGO	Santa Ana Airport	Cartago	4.758180	-75.955700
CRD	SAVC	General Enrique Mosconi International Airport	Comodoro Rivadavia	-45.786941	-67.463355
CRE	KCRE	Grand Strand Airport	North Myrtle Beach	33.811699	-78.723900
CRF	FEFC	Carnot Airport	Carnot	4.937000	15.894000
CRG	KCRG	Jacksonville Executive at Craig Airport	Jacksonville	30.336300	-81.514397
CRH	YCHB	Cherrabah Airport	Cherrabah Homestead Resort	-28.430100	152.088950
CRI	MYCI	Colonel Hill Airport	Colonel Hill	22.745600	-74.182404
CRJ	AU-CRJ	Coorabie Airport	Coorabie	-31.894400	132.296005
CRK	RPLC	Clark International Airport / Clark Air Base	Mabalacat	15.186000	120.559998
CRL	EBCI	Brussels South Charleroi Airport	Charleroi	50.461963	4.459562
CRM	RPVF	Catarman National Airport	Catarman	12.501610	124.635258
CRO	US-12648	Corcoran Airport	Corcoran	36.102661	-119.594815
CRP	KCRP	Corpus Christi International Airport	Corpus Christi	27.770399	-97.501198
CRQ	SBCV	Caravelas Airport	Caravelas	-17.652300	-39.253101
CRR	SANW	Ceres Airport	Ceres	-29.872292	-61.927925
CRS	KCRS	C David Campbell Field Corsicana Municipal Airport	Corsicana	32.028099	-96.400597
CRT	KCRT	Z M Jack Stell Field	Crossett	33.178299	-91.880203
CRU	TGPZ	Lauriston Airport	Carriacou Island	12.476100	-61.472801
CRV	LIBC	Crotone Sant'Anna Pythagoras Airport	Isola di Capo Rizzuto (KR)	38.997200	17.080200
CRW	KCRW	Yeager Airport	Charleston	38.373100	-81.593201
CRX	KCRX	Roscoe Turner Airport	Corinth	34.915001	-88.603500
CRY	AU-CRY	Carlton Hill Airport	Carlton Hill	-15.501900	128.533997
CRZ	UTAV	Türkmenabat International Airport	Türkmenabat	38.930662	63.563982
CSA	EGEY	Colonsay Airstrip	Colonsay	56.057499	-6.243060
CSB	LRCS	Caransebeş Airport	Caransebeş	45.420142	22.252507
CSC	MRMJ	Mojica Airport	Cañas	10.430700	-85.174599
CSD	AU-CSD	Cresswell Downs Airport	Cresswell Downs	-17.948000	135.916000
CSE	0CO2	Crested Butte Airpark	Crested Butte	38.851918	-106.928341
CSF	LFPC	Creil Air Base	Creil	49.253502	2.519140
CSG	KCSG	Columbus Airport	Columbus	32.516415	-84.939602
CSH	ULAS	Solovki Airport	Solovetsky Islands	65.029996	35.730558
CSI	YCAS	Casino Airport		-28.881304	153.060724
CSK	GOGS	Cap Skirring Airport	Cap Skirring	12.395330	-16.748000
CSM	KCSM	Clinton Sherman Airport	Clinton	35.339802	-99.200500
CSN	KCXP	Carson Airport	Carson City	39.194331	-119.734312
CSO	EDBC	Cochstedt Airport	Hecklingen	51.856400	11.420300
CSQ	KCSQ	Creston Municipal Airport	Creston	41.021400	-94.363297
CSR	SK-511	Casuarito Airport	Casuarito	5.833333	-68.133333
CSS	SSCL	Cassilândia Airport	Cassilândia	-19.146861	-51.676941
CSU	SSSC	Santa Cruz do Sul Airport	Santa Cruz do Sul	-29.684099	-52.412201
CSV	KCSV	Crossville Memorial Airport Whitson Field	Crossville	35.951310	-85.084990
CSW	MMSL	Cabo San Lucas International Airport	Cabo San Lucas	22.949072	-109.939479
CSX	ZGHA	Changsha Huanghua International Airport	Changsha (Changsha)	28.189199	113.220001
CSY	UWKS	Cheboksary Airport	Cheboksary	56.090302	47.347301
CSZ	SAZC	Brigadier D.H.E. Ruiz Airport	Coronel Suarez	-37.446098	-61.889301
CTA	LICC	Catania-Fontanarossa Airport	Catania	37.466801	15.066400
CTB	KCTB	Cut Bank International Airport	Cut Bank	48.608657	-112.378183
CTC	SANC	Coronel Felipe Varela International Airport	Catamarca	-28.593117	-65.751200
CTD	MPCE	Alonso Valderrama Airport	Chitré	7.987840	-80.409837
CTE	PA-0004	Cartí Airport	Cartí Islands	9.452863	-78.978917
CTF	MGCT	Coatepeque Airport	Coatepeque	14.694200	-91.882500
CTG	SKCG	Rafael Nuñez International Airport	Cartagena	10.442400	-75.513000
CTH	KMQS	Chester County G O Carlson Airport	Coatesville	39.979000	-75.865501
CTI	FNCV	Cuito Cuanavale Airport	Cuito Cuanavale	-15.160300	19.156099
CTK	K7G9	Canton Municipal Airport	Canton	43.308842	-96.571225
CTL	YBCV	Charleville Airport	Charleville	-26.413300	146.261993
CTM	MMCM	Chetumal International Airport	Chetumal	18.504985	-88.328018
CTN	YCKN	Cooktown Airport		-15.443649	145.183221
CTO	K3C8	Calverton Executive Airpark	Calverton	40.915100	-72.791901
CTP	CTP	Carutapera Airport	Carutapera	-1.225365	-46.019057
CTQ	BR-2236	Santa Vitória do Palmar Airport	Santa Vitória do Palmar	-33.502038	-53.344911
CTR	YCAC	Cattle Creek Airport		-17.607000	131.548996
CTS	RJCC	New Chitose Airport	Sapporo	42.774753	141.690414
CTT	LFMQ	Le Castellet Airport	Le Castellet, Var	43.252499	5.785190
CTU	ZUUU	Chengdu Shuangliu International Airport	Chengdu (Shuangliu)	30.558257	103.945966
CTV	AO-0001	Catoca Airport	Saurimo	-9.431359	20.311557
CTW	KP52	Cottonwood Airport	Cottonwood	34.730000	-112.035004
CTX	KN03	Cortland County Chase Field	Cortland	42.592602	-76.214897
CTY	KCTY	Cross City Airport	Cross City	29.635500	-83.104797
CTZ	KCTZ	Sampson County Airport	Clinton	34.975601	-78.364601
CUA	MMDA	Ciudad Constitución National Airport	Comondú	25.053801	-111.614998
CUB	KCUB	Jim Hamilton L.B. Owens Airport	Columbia	33.970501	-80.995201
CUC	SKCC	Camilo Daza International Airport	Cúcuta	7.927570	-72.511500
CUD	YCDR	Caloundra Airport	Caloundra	-26.803360	153.104975
CUE	SECU	Mariscal Lamar Airport	Cuenca	-2.889470	-78.984398
CUF	LIMZ	Cuneo International Airport	Levaldigi (CN)	44.547458	7.623045
CUG	YCUA	Cudal Airport		-33.278026	148.768708
CUH	KCUH	Cushing Municipal Airport	Cushing	35.950496	-96.772371
CUI	SK-059	Currillo Airport	Currillo	4.666667	-72.000000
CUJ	CUJ	Culion Airport	Culion	11.855300	119.937800
CUK	MZCK	Caye Caulker Airport	Caye Caulker	17.735015	-88.032862
CUL	MMCL	Bachigualato Federal International Airport	Culiacán	24.765040	-107.475228
CUM	SVCU	Antonio José de Sucre Airport	Cumaná	10.450333	-64.130470
CUN	MMUN	Cancún International Airport	Cancún	21.040817	-86.873470
CUO	SKCR	Carurú Airport	Carurú	1.013822	-71.297343
CUP	SVCP	General Francisco Bermúdez Airport	Carúpano	10.660014	-63.261681
CUQ	YCOE	Coen Airport	Coen	-13.761133	143.113311
CUR	TNCC	Hato International Airport	Willemstad	12.188900	-68.959801
CUS	0NM0	Columbus Airport	Columbus	31.823898	-107.629924
CUT	SAZW	Cutral-Co Airport	Cutral-Co	-38.939701	-69.264603
CUU	MMCU	General Roberto Fierro Villalobos International Airport	Chihuahua	28.702649	-105.963764
CUV	SVCG	Casigua El Cubo Airport	Casigua El Cubo	8.758140	-72.536301
CUY	YCUE	Cue Airport		-27.450663	117.917703
CUZ	SPZO	Alejandro Velasco Astete International Airport	Cusco	-13.535700	-71.938797
CVB	AYCB	Chungribu Airport	Chungribu	-4.806620	144.714996
CVC	YCEE	Cleve Airport		-33.709702	136.505005
CVE	SKCV	Coveñas Airport	Coveñas	9.400920	-75.691300
CVF	LFLJ	Courchevel Altiport	Saint-Bon	45.397531	6.634980
CVG	KCVG	Cincinnati Northern Kentucky International Airport	Cincinnati / Covington	39.048801	-84.667801
CVH	SAHE	Caviahue Airport	Lafontaine	-37.851398	-71.009201
CVI	AR-0007	Caleta Olivia Airport	Caleta Olivia	-46.374280	-67.594090
CVJ	MMCB	General Mariano Matamoros International Airport	Temixco	18.833922	-99.261818
CVL	CVL	Cape Vogel Airport		-9.670000	150.019722
CVM	MMCV	General Pedro Jose Mendez International Airport	Ciudad Victoria	23.703300	-98.956497
CVN	KCVN	Clovis Municipal Airport	Clovis	34.426594	-103.078794
CVO	KCVO	Corvallis Municipal Airport	Corvallis	44.497200	-123.290001
CVQ	YCAR	Carnarvon Airport	Carnarvon	-24.884337	113.666393
CVS	KCVS	Cannon Air Force Base	Clovis	34.382801	-103.321999
CVU	LPCR	Corvo Airport	Corvo	39.671501	-31.113600
CWA	KCWA	Central Wisconsin Airport	Mosinee	44.777448	-89.670238
CWB	SBCT	Curitiba-Afonso Pena International Airport	Curitiba	-25.528500	-49.175800
CWC	UKLN	Chernivtsi International Airport	Chernivtsi	48.259300	25.980801
CWF	KCWF	Chennault International Airport	Lake Charles	30.210600	-93.143204
CWI	KCWI	Clinton Municipal Airport	Clinton	41.831100	-90.329102
CWJ	ZPCW	Cangyuan Washan Airport	Lincang (Cangyuan)	23.276331	99.373169
CWK	VECT	Chitrakoot Airport	Chitrakoot	25.167694	80.935800
CWL	EGFF	Cardiff International Airport	Cardiff	51.396702	-3.343330
CWR	YCWI	Cowarie Airport		-27.711700	138.328003
CWS	78WA	Center Island Airport	Center Island	48.490046	-122.831612
CWT	YCWR	Cowra Airport		-33.846894	148.648007
CWW	YCOR	Corowa Airport		-35.994701	146.356995
CWX	KP33	Cochise County Airport	Willcox	32.245399	-109.894997
CXA	SVCD	Caicara del Orinoco Airport		7.625510	-66.162804
CXB	VGCB	Cox's Bazar Airport	Cox's Bazar	21.457517	91.963263
CXC	CXC	Chitina Airport	Chitina	61.582901	-144.427002
CXF	PACX	Coldfoot Airport	Coldfoot	67.252197	-150.203995
CXI	PLCH	Cassidy International Airport	Kiritimati	1.986278	-157.350011
CXJ	SBCX	Hugo Cantergiani Regional Airport	Caxias Do Sul	-29.197183	-51.187647
CXL	KCXL	Calexico International Airport	Calexico	32.669498	-115.513000
CXN	HCMC	Candala Airport	Candala	11.495627	49.909816
CXO	KCXO	Conroe-North Houston Regional Airport	Houston	30.351801	-95.414497
CXP	WAHL	Tunggul Wulung Airport	Cilacap	-7.645060	109.033997
CXQ	YCRK	Christmas Creek Station Airport	Wangkat Jungka	-18.872800	125.934000
CXR	VVCR	Cam Ranh International Airport / Cam Ranh Air Base	Nha Trang/nha Trang aiurportCam Ranh	11.998200	109.219002
CXT	YCHT	Charters Towers Airport		-20.043100	146.272995
CXY	MYCC	Cat Cay Airport	North Cat Cay	25.554425	-79.275404
